UserId, SessionType, dt in ms, HeadOrigin.x, HeadOrigin.y, HeadOrigin.z, HeadDir.x, HeadDir.y, HeadDir.z, EyeOrigin.x, EyeOrigin.y, EyeOrigin.z, EyeDir.x, EyeDir.y, EyeDir.z, EyeHitPos.x, EyeHitPos.y, EyeHitPos.z
tester, Session00, 75.7696, 0.2811615, -0.3156107, 1.177649, 0, 0, 0, 0.2811615, -0.3156107, 1.177649, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 78.7926, 0.2811615, -0.3156107, 1.177659, 0, 0, 0, 0.2811615, -0.3156107, 1.177659, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 81.7779, 0.2811615, -0.3156107, 1.177672, 0, 0, 0, 0.2811615, -0.3156107, 1.177672, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 85.7706, 0.2811615, -0.3156107, 1.177691, 0, 0, 0, 0.2811615, -0.3156107, 1.177691, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 88.6371, 0.2811615, -0.3156107, 1.177718, 0, 0, 0, 0.2811615, -0.3156107, 1.177718, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 92.6166, 0.2811615, -0.3156107, 1.177752, 0, 0, 0, 0.2811615, -0.3156107, 1.177752, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 96.6085, 0.2811615, -0.3156107, 1.177796, 0, 0, 0, 0.2811615, -0.3156107, 1.177796, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 99.5981, 0.2811615, -0.3156107, 1.177851, 0, 0, 0, 0.2811615, -0.3156107, 1.177851, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 103.5902, 0.2811615, -0.3156107, 1.177916, 0, 0, 0, 0.2811615, -0.3156107, 1.177916, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 107.5766, 0.2811615, -0.3156107, 1.177993, 0, 0, 0, 0.2811615, -0.3156107, 1.177993, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 110.5693, 0.2811615, -0.3156107, 1.178078, 0, 0, 0, 0.2811615, -0.3156107, 1.178078, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 113.5607, 0.2811615, -0.3156107, 1.178174, 0, 0, 0, 0.2811615, -0.3156107, 1.178174, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 117.5505, 0.2811615, -0.3156107, 1.178293, 0, 0, 0, 0.2811615, -0.3156107, 1.178293, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 120.573, 0.2811615, -0.3156107, 1.178421, 0, 0, 0, 0.2811615, -0.3156107, 1.178421, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 124.561, 0.2811615, -0.3156107, 1.178575, 0, 0, 0, 0.2811615, -0.3156107, 1.178575, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 127.5234, 0.2811615, -0.3156107, 1.178732, 0, 0, 0, 0.2811615, -0.3156107, 1.178732, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 131.4864, 0.2811615, -0.3156107, 1.178916, 0, 0, 0, 0.2811615, -0.3156107, 1.178916, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 135.4484, 0.2811615, -0.3156107, 1.179133, 0, 0, 0, 0.2811615, -0.3156107, 1.179133, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 139.8676, 0.2811615, -0.3156107, 1.179433, 0, 0, 0, 0.2811615, -0.3156107, 1.179433, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 143.8567, 0.2811615, -0.3156107, 1.179695, 0, 0, 0, 0.2811615, -0.3156107, 1.179695, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 146.8504, 0.2811615, -0.3156107, 1.179965, 0, 0, 0, 0.2811615, -0.3156107, 1.179965, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 150.8371, 0.2811615, -0.3156107, 1.180275, 0, 0, 0, 0.2811615, -0.3156107, 1.180275, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 154.8548, 0.2811615, -0.3156107, 1.180585, 0, 0, 0, 0.2811615, -0.3156107, 1.180585, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 157.8198, 0.2811615, -0.3156107, 1.180932, 0, 0, 0, 0.2811615, -0.3156107, 1.180932, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 160.8108, 0.2811615, -0.3156107, 1.181278, 0, 0, 0, 0.2811615, -0.3156107, 1.181278, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 164.8283, 0.2811615, -0.3156107, 1.181653, 0, 0, 0, 0.2811615, -0.3156107, 1.181653, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 167.7925, 0.2811615, -0.3156107, 1.182065, 0, 0, 0, 0.2811615, -0.3156107, 1.182065, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 171.8103, 0.2811615, -0.3156107, 1.182504, 0, 0, 0, 0.2811615, -0.3156107, 1.182504, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 174.8032, 0.2811615, -0.3156107, 1.182972, 0, 0, 0, 0.2811615, -0.3156107, 1.182972, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 178.7937, 0.2811615, -0.3156107, 1.183466, 0, 0, 0, 0.2811615, -0.3156107, 1.183466, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 181.7554, 0.2811615, -0.3156107, 1.184001, 0, 0, 0, 0.2811615, -0.3156107, 1.184001, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 184.7781, 0.2811615, -0.3156107, 1.184549, 0, 0, 0, 0.2811615, -0.3156107, 1.184549, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 188.6684, 0.2811615, -0.3156107, 1.185108, 0, 0, 0, 0.2811615, -0.3156107, 1.185108, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 191.6581, 0.2811615, -0.3156107, 1.185705, 0, 0, 0, 0.2811615, -0.3156107, 1.185705, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 195.6482, 0.2811615, -0.3156107, 1.186354, 0, 0, 0, 0.2811615, -0.3156107, 1.186354, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 198.64, 0.2811615, -0.3156107, 1.187083, 0, 0, 0, 0.2811615, -0.3156107, 1.187083, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 202.6289, 0.2811615, -0.3156107, 1.18779, 0, 0, 0, 0.2811615, -0.3156107, 1.18779, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 205.6213, 0.2811615, -0.3156107, 1.188505, 0, 0, 0, 0.2811615, -0.3156107, 1.188505, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 208.6124, 0.2811615, -0.3156107, 1.189265, 0, 0, 0, 0.2811615, -0.3156107, 1.189265, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 212.6024, 0.2811615, -0.3156107, 1.190116, 0, 0, 0, 0.2811615, -0.3156107, 1.190116, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 216.5919, 0.2811615, -0.3156107, 1.191015, 0, 0, 0, 0.2811615, -0.3156107, 1.191015, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 219.5843, 0.2811615, -0.3156107, 1.191948, 0, 0, 0, 0.2811615, -0.3156107, 1.191948, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 223.6047, 0.2811615, -0.3156107, 1.192862, 0, 0, 0, 0.2811615, -0.3156107, 1.192862, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 226.565, 0.2811615, -0.3156107, 1.193807, 0, 0, 0, 0.2811615, -0.3156107, 1.193807, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 229.5575, 0.2811615, -0.3156107, 1.194844, 0, 0, 0, 0.2811615, -0.3156107, 1.194844, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 234.5728, 0.2811615, -0.3156107, 1.196183, 0, 0, 0, 0.2811615, -0.3156107, 1.196183, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 238.5614, 0.2811615, -0.3156107, 1.197496, 0, 0, 0, 0.2811615, -0.3156107, 1.197496, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 241.5502, 0.2811615, -0.3156107, 1.198686, 0, 0, 0, 0.2811615, -0.3156107, 1.198686, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 245.54, 0.2811615, -0.3156107, 1.19993, 0, 0, 0, 0.2811615, -0.3156107, 1.19993, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 249.8583, 0.2811615, -0.3156107, 1.201458, 0, 0, 0, 0.2811615, -0.3156107, 1.201458, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 253.8472, 0.2811615, -0.3156107, 1.203095, 0, 0, 0, 0.2811615, -0.3156107, 1.203095, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 257.8649, 0.2811615, -0.3156107, 1.204672, 0, 0, 0, 0.2811615, -0.3156107, 1.204672, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 261.8216, 0.2811615, -0.3156107, 1.206131, 0, 0, 0, 0.2811615, -0.3156107, 1.206131, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 265.8443, 0.2811615, -0.3156107, 1.207667, 0, 0, 0, 0.2811615, -0.3156107, 1.207667, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 268.8028, 0.2811615, -0.3156107, 1.209136, 0, 0, 0, 0.2811615, -0.3156107, 1.209136, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 271.7948, 0.2811615, -0.3156107, 1.210635, 0, 0, 0, 0.2811615, -0.3156107, 1.210635, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 275.7857, 0.2811615, -0.3156107, 1.21218, 0, 0, 0, 0.2811615, -0.3156107, 1.21218, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 278.7763, 0.2811615, -0.3156107, 1.213954, 0, 0, 0, 0.2811615, -0.3156107, 1.213954, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 282.797, 0.2811615, -0.3156107, 1.215577, 0, 0, 0, 0.2811615, -0.3156107, 1.215577, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 285.7865, 0.2811615, -0.3156107, 1.217331, 0, 0, 0, 0.2811615, -0.3156107, 1.217331, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 289.7461, 0.2811615, -0.3156107, 1.219136, 0, 0, 0, 0.2811615, -0.3156107, 1.219136, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 292.7707, 0.2811615, -0.3156107, 1.221031, 0, 0, 0, 0.2811615, -0.3156107, 1.221031, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 296.7285, 0.2811615, -0.3156107, 1.223063, 0, 0, 0, 0.2811615, -0.3156107, 1.223063, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 299.7494, 0.2811615, -0.3156107, 1.224945, 0, 0, 0, 0.2811615, -0.3156107, 1.224945, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 303.7121, 0.2811615, -0.3156107, 1.2269, 0, 0, 0, 0.2811615, -0.3156107, 1.2269, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 306.7008, 0.2811615, -0.3156107, 1.22892, 0, 0, 0, 0.2811615, -0.3156107, 1.22892, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 310.6912, 0.2811615, -0.3156107, 1.231177, 0, 0, 0, 0.2811615, -0.3156107, 1.231177, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 314.7082, 0.2811615, -0.3156107, 1.233321, 0, 0, 0, 0.2811615, -0.3156107, 1.233321, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 317.6843, 0.2811615, -0.3156107, 1.235597, 0, 0, 0, 0.2811615, -0.3156107, 1.235597, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 321.6941, 0.2811615, -0.3156107, 1.237893, 0, 0, 0, 0.2811615, -0.3156107, 1.237893, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 324.682, 0.2811615, -0.3156107, 1.240409, 0, 0, 0, 0.2811615, -0.3156107, 1.240409, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 329.672, 0.2811615, -0.3156107, 1.243262, 0, 0, 0, 0.2811615, -0.3156107, 1.243262, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 334.6277, 0.2811615, -0.3156107, 1.246638, 0, 0, 0, 0.2811615, -0.3156107, 1.246638, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 338.6433, 0.2811615, -0.3156107, 1.249074, 0, 0, 0, 0.2811615, -0.3156107, 1.249074, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 342.6059, 0.2811615, -0.3156107, 1.251171, 0, 0, 0, 0.2811615, -0.3156107, 1.251171, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 345.5978, 0.2811615, -0.3156107, 1.253252, 0, 0, 0, 0.2811615, -0.3156107, 1.253252, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 349.589, 0.2811615, -0.3156107, 1.255227, 0, 0, 0, 0.2811615, -0.3156107, 1.255227, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 353.5775, 0.2811615, -0.3156107, 1.257595, 0, 0, 0, 0.2811615, -0.3156107, 1.257595, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 357.5664, 0.2811615, -0.3156107, 1.259725, 0, 0, 0, 0.2811615, -0.3156107, 1.259725, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 361.556, 0.2811615, -0.3156107, 1.26177, 0, 0, 0, 0.2811615, -0.3156107, 1.26177, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 365.5459, 0.2811615, -0.3156107, 1.263659, 0, 0, 0, 0.2811615, -0.3156107, 1.263659, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 369.5731, 0.2811615, -0.3156107, 1.265426, 0, 0, 0, 0.2811615, -0.3156107, 1.265426, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 372.5255, 0.2811615, -0.3156107, 1.267115, 0, 0, 0, 0.2811615, -0.3156107, 1.267115, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 376.515, 0.2811615, -0.3156107, 1.268776, 0, 0, 0, 0.2811615, -0.3156107, 1.268776, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 380.4496, 0.2811615, -0.3156107, 1.270372, 0, 0, 0, 0.2811615, -0.3156107, 1.270372, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 383.4361, 0.2811615, -0.3156107, 1.271886, 0, 0, 0, 0.2811615, -0.3156107, 1.271886, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 387.4037, 0.2811615, -0.3156107, 1.27338, 0, 0, 0, 0.2811615, -0.3156107, 1.27338, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 391.4245, 0.2811615, -0.3156107, 1.274834, 0, 0, 0, 0.2811615, -0.3156107, 1.274834, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 394.4135, 0.2811615, -0.3156107, 1.276207, 0, 0, 0, 0.2811615, -0.3156107, 1.276207, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 398.3755, 0.2811615, -0.3156107, 1.277594, 0, 0, 0, 0.2811615, -0.3156107, 1.277594, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 402.3915, 0.2811615, -0.3156107, 1.278887, 0, 0, 0, 0.2811615, -0.3156107, 1.278887, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 406.3554, 0.2811615, -0.3156107, 1.28027, 0, 0, 0, 0.2811615, -0.3156107, 1.28027, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 410.37, 0.2811615, -0.3156107, 1.281523, 0, 0, 0, 0.2811615, -0.3156107, 1.281523, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 413.3346, 0.2811615, -0.3156107, 1.282692, 0, 0, 0, 0.2811615, -0.3156107, 1.282692, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 417.3236, 0.2811615, -0.3156107, 1.283798, 0, 0, 0, 0.2811615, -0.3156107, 1.283798, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 420.3168, 0.2811615, -0.3156107, 1.28482, 0, 0, 0, 0.2811615, -0.3156107, 1.28482, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 424.3062, 0.2811615, -0.3156107, 1.285903, 0, 0, 0, 0.2811615, -0.3156107, 1.285903, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 429.3205, 0.2811615, -0.3156107, 1.287002, 0, 0, 0, 0.2811615, -0.3156107, 1.287002, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 433.295, 0.2811615, -0.3156107, 1.288051, 0, 0, 0, 0.2811615, -0.3156107, 1.288051, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 437.2709, 0.2811615, -0.3156107, 1.289083, 0, 0, 0, 0.2811615, -0.3156107, 1.289083, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 441.2906, 0.2811615, -0.3156107, 1.289948, 0, 0, 0, 0.2811615, -0.3156107, 1.289948, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 445.2775, 0.2811615, -0.3156107, 1.290724, 0, 0, 0, 0.2811615, -0.3156107, 1.290724, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 448.7993, 0.2811615, -0.3156107, 1.291501, 0, 0, 0, 0.2811615, -0.3156107, 1.291501, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 451.7629, 0.2811615, -0.3156107, 1.292202, 0, 0, 0, 0.2811615, -0.3156107, 1.292202, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 455.7527, 0.2811615, -0.3156107, 1.292918, 0, 0, 0, 0.2811615, -0.3156107, 1.292918, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 459.7682, 0.2811615, -0.3156107, 1.293585, 0, 0, 0, 0.2811615, -0.3156107, 1.293585, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 463.7312, 0.2811615, -0.3156107, 1.294179, 0, 0, 0, 0.2811615, -0.3156107, 1.294179, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 467.7207, 0.2811615, -0.3156107, 1.294807, 0, 0, 0, 0.2811615, -0.3156107, 1.294807, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 471.8793, 0.2811615, -0.3156107, 1.29538, 0, 0, 0, 0.2811615, -0.3156107, 1.29538, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 475.0409, 0.2811615, -0.3156107, 1.295874, 0, 0, 0, 0.2811615, -0.3156107, 1.295874, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 479.0331, 0.2811615, -0.3156107, 1.296352, 0, 0, 0, 0.2811615, -0.3156107, 1.296352, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 483.0241, 0.2811615, -0.3156107, 1.296825, 0, 0, 0, 0.2811615, -0.3156107, 1.296825, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 487.041, 0.2811615, -0.3156107, 1.297229, 0, 0, 0, 0.2811615, -0.3156107, 1.297229, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 491.0311, 0.2811615, -0.3156107, 1.297619, 0, 0, 0, 0.2811615, -0.3156107, 1.297619, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 494.0065, 0.2811615, -0.3156107, 1.297952, 0, 0, 0, 0.2811615, -0.3156107, 1.297952, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 497.9833, 0.2811615, -0.3156107, 1.298279, 0, 0, 0, 0.2811615, -0.3156107, 1.298279, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 501.972, 0.2811615, -0.3156107, 1.298574, 0, 0, 0, 0.2811615, -0.3156107, 1.298574, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 505.9888, 0.2811615, -0.3156107, 1.298849, 0, 0, 0, 0.2811615, -0.3156107, 1.298849, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 510.9478, 0.2811615, -0.3156107, 1.299171, 0, 0, 0, 0.2811615, -0.3156107, 1.299171, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 515.9354, 0.2811615, -0.3156107, 1.299453, 0, 0, 0, 0.2811615, -0.3156107, 1.299453, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 519.924, 0.2811615, -0.3156107, 1.299654, 0, 0, 0, 0.2811615, -0.3156107, 1.299654, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 523.9128, 0.2811615, -0.3156107, 1.29983, 0, 0, 0, 0.2811615, -0.3156107, 1.29983, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 527.902, 0.2811615, -0.3156107, 1.299987, 0, 0, 0, 0.2811615, -0.3156107, 1.299987, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 531.8919, 0.2811615, -0.3156107, 1.300109, 0, 0, 0, 0.2811615, -0.3156107, 1.300109, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 535.9167, 0.2811615, -0.3156107, 1.300216, 0, 0, 0, 0.2811615, -0.3156107, 1.300216, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 539.7564, 0.2811615, -0.3156107, 1.300317, 0, 0, 0, 0.2811615, -0.3156107, 1.300317, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 542.7486, 0.2811615, -0.3156107, 1.300395, 0, 0, 0, 0.2811615, -0.3156107, 1.300395, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 546.7374, 0.2811615, -0.3156107, 1.30046, 0, 0, 0, 0.2811615, -0.3156107, 1.30046, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 549.7301, 0.2811615, -0.3156107, 1.300511, 0, 0, 0, 0.2811615, -0.3156107, 1.300511, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 553.7199, 0.2811615, -0.3156107, 1.300554, 0, 0, 0, 0.2811615, -0.3156107, 1.300554, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 557.7083, 0.2811615, -0.3156107, 1.300594, 0, 0, 0, 0.2811615, -0.3156107, 1.300594, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 561.6971, 0.2811615, -0.3156107, 1.300619, 0, 0, 0, 0.2811615, -0.3156107, 1.300619, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 565.6183, 0.2811615, -0.3156107, 1.300638, 0, 0, 0, 0.2811615, -0.3156107, 1.300638, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
tester, Session00, 568.5818, 0.2811615, -0.3156107, 1.30065, 0, 0, 0, 0.2811615, -0.3156107, 1.30065, 0, 0, 1, 0.2811615, -0.3156107, 1.967438
